# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 2 903 15 4043 1300
p 2 0 706 214 1194 852
p 2 0 832 88 1285 948
p 2 0 746 174 1157 862
p 2 0 793 127 1264 905
p 2 1 860 59 3918 1229
p 2 0 831 89 1356 967
p 2 0 737 183 1166 858
p 2 0 806 114 1254 919
p 2 0 715 205 1066 809
p 2 0 886 34 3166 1130
p 2 0 671 249 1175 812
p 2 0 800 120 1244 909
p 2 0 699 221 1029 807
p 2 0 726 194 1072 829
p 2 1 873 46 3484 1126
p 2 0 722 198 1222 853
p 2 0 781 139 1327 920
i 2 920 0 0 7177 2917
p 2 0 585 335 963 682
p 2 0 631 289 1013 724
p 2 0 394 526 608 517
p 2 0 669 251 1320 758
p 2 0 528 392 1222 652
p 2 0 687 233 1389 769
p 2 0 554 366 1209 662
p 2 0 414 506 643 522
p 2 0 537 383 1144 636
p 2 74 645 201 3950 1146
p 2 59 590 271 2024 1010
p 2 104 559 257 5157 1278
p 2 0 506 414 781 622
p 2 80 494 346 2346 1060
p 2 0 608 312 1246 723
p 2 0 505 415 1009 615
p 2 0 488 432 1074 612
p 2 0 379 541 623 494
p 2 0 494 426 1091 618
p 2 0 494 426 1167 632
p 2 0 642 278 1401 741
p 2 98 494 328 5239 1224
p 2 0 549 371 831 651
p 2 15 578 327 3285 910
p 2 28 662 230 7033 1189
p 2 2 532 386 3095 811
p 2 35 540 345 6693 1191
p 2 0 432 488 962 579
p 2 0 574 346 2598 774
p 2 91 668 161 3490 1370
p 2 39 630 251 5908 1196
p 2 102 718 100 9109 1633
p 2 0 576 344 1132 724
p 2 14 738 168 5291 1103
p 2 41 640 239 8639 1434
p 2 2 689 229 4407 944
p 2 36 760 124 8208 1460
p 2 0 531 389 1110 702
p 2 0 802 118 3448 997
p 2 101 670 149 4816 1450
p 2 153 669 98 10450 1887
p 2 0 700 220 4151 940
p 2 0 705 215 1536 859
p 2 161 489 270 3275 1442
i 2 920 0 0 16505 3458
p 2 0 704 216 3693 975
p 2 136 632 152 12417 2025
p 2 0 568 352 1305 761
p 2 77 649 194 13246 1831
p 2 8 713 199 5466 1081
p 2 697 223 0 15170 3604
p 2 0 624 296 1302 790
p 2 0 518 402 811 633
p 2 0 369 551 592 493
p 2 0 331 589 538 450
p 2 0 260 660 499 394
p 2 0 236 684 398 357
p 2 0 123 797 291 265
p 2 0 143 777 298 273
p 2 37 270 613 2162 651
p 2 19 241 660 1431 556
p 2 44 193 683 2425 623
p 2 0 174 746 391 317
p 2 33 133 754 1511 500
p 2 0 164 756 383 310
p 2 0 107 813 297 256
p 2 0 88 832 257 235
p 2 0 64 856 242 218
p 2 0 90 830 276 234
p 2 46 140 734 2329 588
p 2 0 126 794 322 270
p 2 3 185 732 1650 450
p 2 0 130 790 392 283
p 2 0 104 816 314 260
p 2 4 228 688 2212 564
p 2 2 235 683 1067 463
p 2 37 260 623 1917 703
p 2 0 269 651 716 434
p 2 25 265 630 1954 617
p 2 47 259 614 2866 749
p 2 0 206 714 618 378
p 2 26 339 555 5135 879
p 2 0 253 667 718 427
p 2 11 306 603 2905 642
p 2 38 295 587 5439 878
p 2 6 341 573 3905 734
p 2 60 316 544 5113 988
p 2 0 279 641 764 452
p 2 0 272 648 1094 480
p 2 126 413 381 8942 1523
p 2 23 340 557 1991 709
p 2 52 427 441 7032 1240
p 2 0 324 596 893 516
p 2 19 352 549 1998 705
p 2 9 366 545 4246 851
p 2 103 343 474 3490 1113
p 2 185 315 420 9792 1629
p 2 0 362 558 823 541
p 2 14 342 564 3151 719
p 2 60 474 386 10142 1518
p 2 6 393 521 2042 769
i 2 920 0 0 8677 2920
p 2 0 512 408 698 606
p 2 0 526 394 647 603
p 2 0 474 446 763 606
p 2 2 519 399 2121 771
p 2 1 441 478 1707 701
p 2 0 327 593 500 448
p 2 0 299 621 629 454
p 2 26 441 453 2664 854
p 2 3 409 508 1865 728
p 2 61 323 536 2434 894
p 2 0 286 634 540 438
p 2 31 391 498 2704 855
p 2 81 314 525 3030 990
p 2 146 275 499 4969 1324
p 2 0 569 351 1898 861
p 2 0 433 487 741 566
p 2 145 384 391 6926 1553
p 2 0 508 412 1163 688
p 2 121 466 333 5133 1435
p 2 7 432 481 3317 963
p 2 0 313 607 675 488
p 2 0 519 401 1271 710
p 2 0 435 485 2084 758
p 2 38 376 506 2455 864
p 2 107 563 250 6490 1494
p 2 0 389 531 748 538
p 2 0 587 333 1304 767
p 2 88 464 368 7263 1399
p 2 0 564 356 1471 778
p 2 0 507 413 1554 749
p 2 0 485 435 891 636
i 2 920 0 0 13494 3360
p 2 4 726 190 4242 1163
p 2 114 696 110 10155 2031
p 2 126 586 208 9451 1996
p 2 0 612 308 1288 788
p 2 2 639 279 5273 1228
p 2 343 473 104 6311 2189
p 2 1 593 326 2544 991
p 2 170 580 170 7352 1852
p 2 0 541 379 942 695
p 2 33 646 241 3855 1279
p 2 219 575 126 10925 2307
p 2 48 705 167 7038 1745
p 2 153 579 188 10559 2047
p 2 0 540 380 1086 689
p 2 0 610 310 2055 870
p 2 64 638 218 7161 1615
p 2 104 610 206 10027 1843
p 2 62 589 269 6989 1523
p 2 0 546 374 1179 722
p 2 61 524 335 8187 1429
p 2 0 645 275 2336 921
p 2 0 610 310 3547 983
p 2 136 653 131 12906 2079
p 2 0 543 377 1492 757
i 2 920 0 0 10235 3161
p 2 332 522 66 14431 2640
p 2 51 805 64 10538 1986
p 2 93 754 73 15409 2356
p 2 0 745 175 2495 1024
p 2 0 784 136 5037 1339
p 2 62 767 91 12336 2089
p 2 49 742 129 8681 1845
p 2 12 780 128 6717 1707
p 2 0 749 171 1867 1014
i 2 920 0 0 9902 3003
p 2 0 711 209 2230 881
p 2 0 736 184 2308 858
p 2 0 693 227 2767 867
p 2 0 601 319 1094 716
p 2 0 744 176 2050 851
p 2 0 734 186 2997 918
p 2 0 723 197 2213 834
p 2 0 673 247 2402 811
p 2 0 503 417 972 620
p 2 0 406 514 934 537
p 2 0 552 368 1972 692
p 2 0 588 332 1616 694
p 2 0 607 313 2676 791
p 2 0 418 502 874 543
p 2 0 666 254 1847 777
p 2 0 796 124 2299 881
p 2 0 804 116 2356 901
p 2 0 834 86 3365 1014
p 2 0 704 216 1145 779
p 2 0 853 67 3109 1011
p 2 0 828 92 3031 998
p 2 0 841 79 2240 949
p 2 0 799 121 3047 982
p 2 0 663 257 1051 753
p 2 0 807 113 2519 946
p 2 0 758 162 2782 938
p 2 0 817 103 2987 980
p 2 0 778 142 1648 883
p 2 0 598 322 996 704
p 2 0 733 187 1829 846
p 2 0 834 86 3046 990
p 2 0 780 140 2470 913
p 2 0 793 127 2525 924
p 2 0 598 322 984 702
p 2 0 790 130 2490 924
p 2 0 774 146 2780 945
p 2 0 731 189 2127 870
p 2 0 744 176 2310 889
p 2 0 573 347 968 671
p 2 0 772 148 2441 907
p 2 0 794 126 2984 982
p 2 0 759 161 2997 958
p 2 0 756 164 2960 945
p 2 0 588 332 1061 700
p 2 0 669 251 2315 833
p 2 0 791 129 2642 928
p 2 0 759 161 1803 862
p 2 0 724 196 1848 837
p 2 0 502 418 974 604
p 2 0 718 202 3086 901
p 2 0 691 229 2430 811
i 2 920 0 0 16017 3447
p 2 0 486 434 799 625
p 2 0 381 539 594 524
p 2 0 299 621 474 430
p 2 0 286 634 473 420
p 2 0 221 699 379 349
p 2 0 152 768 309 294
p 2 0 156 764 319 291
p 2 0 122 798 986 295
p 2 0 123 797 367 266
p 2 0 91 829 283 236
p 2 4 146 770 982 321
p 2 0 134 786 348 268
p 2 0 35 885 204 188
p 2 0 75 845 241 220
p 2 0 139 781 828 309
p 2 0 94 826 341 248
p 2 0 63 857 275 218
p 2 0 39 881 239 190
p 2 4 106 810 835 292
p 2 0 49 871 261 203
p 2 0 44 876 233 195
p 2 0 36 884 238 190
p 2 0 59 861 1121 267
p 2 0 46 874 269 203
p 2 0 48 872 922 240
p 2 0 53 867 295 209
p 2 0 20 900 199 176
p 2 0 8 912 168 164
p 2 0 21 899 193 175
p 2 15 777 128 6567 1336
p 2 0 637 283 1511 797
p 2 0 440 480 873 581
p 2 0 461 459 872 575
p 2 17 736 167 6242 1315
p 2 0 664 256 1576 838
p 2 0 383 537 737 521
p 2 0 441 479 863 561
p 2 26 804 90 7130 1470
p 2 0 681 239 1576 863
p 2 0 488 432 966 639
p 2 38 795 87 8515 1652
p 2 0 665 255 1589 844
p 2 0 472 448 912 616
p 2 0 429 491 845 577
p 2 13 812 95 8262 1595
p 2 0 665 255 1680 889
p 2 0 645 275 1314 801
p 2 19 797 104 7412 1560
p 2 0 671 249 1416 844
p 2 17 803 100 7966 1552
p 2 0 683 237 1540 872
p 2 0 629 291 1300 787
p 2 1 820 99 5886 1340
p 2 0 667 253 1591 861
p 2 1 813 106 6064 1317
p 2 0 708 212 1790 894
p 2 0 574 346 1082 715
p 2 2 466 452 1836 749
p 2 0 412 508 759 560
p 2 1 564 355 2499 891
p 2 0 335 585 625 492
p 2 0 346 574 594 479
p 2 0 379 541 1303 598
p 2 0 329 591 636 470
p 2 0 277 643 475 409
p 2 1 275 644 1079 495
p 2 0 237 683 473 392
p 2 0 234 686 479 379
p 2 0 180 740 383 321
p 2 0 248 672 1076 472
p 2 0 219 701 461 368
p 2 0 183 737 410 332
p 2 0 188 732 401 332
p 2 0 240 680 804 419
p 2 0 201 719 423 344
p 2 0 206 714 397 339
p 2 0 174 746 340 303
p 2 0 253 667 705 412
p 2 0 161 759 348 304
p 2 0 161 759 339 294
p 2 0 118 802 282 259
p 2 0 96 824 249 238
p 2 0 69 851 234 217
p 2 0 91 829 259 234
p 2 0 47 873 204 196
p 2 0 36 884 190 187
p 2 0 47 873 206 195
p 2 0 234 686 500 370
i 2 920 0 0 10984 3048
p 2 0 768 152 3497 1000
p 2 0 779 141 3702 1003
p 2 0 612 308 1206 759
p 2 0 786 134 2612 928
p 2 0 774 146 2889 947
p 2 0 767 153 2268 904
p 2 0 815 105 2610 957
p 2 0 594 326 1134 710
p 2 0 723 197 2229 855
p 2 0 725 195 3259 945
p 2 0 809 111 2412 949
p 2 0 786 134 3409 1007
p 2 0 687 233 1197 798
p 2 0 692 228 2603 856
p 2 0 784 136 5399 1258
p 2 0 810 110 3484 1060
p 2 1 837 82 5148 1320
p 2 0 674 246 1267 819
p 2 0 843 77 3403 1053
p 2 1 863 56 5323 1357
p 2 0 870 50 3379 1112
p 2 2 849 69 4742 1332
p 2 0 719 201 1438 892
p 2 0 784 136 2932 1039
p 2 2 850 68 5581 1375
p 2 0 839 81 3445 1125
p 2 0 875 45 5009 1364
p 2 0 696 224 1505 931
p 2 0 846 74 2829 1058
p 2 0 818 102 4463 1228
p 2 0 846 74 3168 1136
p 2 0 828 92 3936 1169
p 2 0 674 246 1216 839
p 2 0 806 114 3089 1063
p 2 0 782 138 3753 1106
p 2 0 810 110 2876 1040
i 2 920 0 0 14816 3213
p 2 0 515 405 857 653
p 2 0 440 480 615 553
p 2 0 329 591 538 462
p 2 15 340 565 2673 641
p 2 12 234 674 2177 522
p 2 0 183 737 399 329
p 2 33 334 553 3650 795
p 2 20 811 89 5562 1290
p 2 22 843 55 12082 1796
p 2 5 853 62 6413 1364
p 2 0 752 168 1868 967
p 2 23 801 96 9969 1642
p 2 0 720 200 3359 984
p 2 10 822 88 10205 1612
p 2 0 788 132 3331 1060
p 2 0 698 222 1712 893
p 2 0 836 84 8036 1395
p 2 0 679 241 2650 903
p 2 1 841 78 8159 1418
p 2 0 668 252 2497 888
p 2 0 688 232 1615 868
p 2 2 776 142 6935 1237
p 2 0 686 234 2662 910
p 2 0 769 151 6822 1242
p 2 0 697 223 2683 931
p 2 0 411 509 1036 588
p 2 0 613 307 1333 772
p 2 1 759 160 7277 1251
p 2 0 681 239 1898 890
p 2 0 596 324 2205 803
p 2 0 569 351 1383 740
p 2 1 732 187 5257 1072
p 2 0 665 255 2170 875
p 2 0 417 503 961 572
p 2 1 740 179 6097 1132
p 2 0 660 260 1858 856
i 2 920 0 0 10361 3116
p 2 0 868 52 2471 1050
p 2 1 883 36 5076 1280
p 2 0 893 27 3458 1112
p 2 0 772 148 1381 952
p 2 0 833 87 4512 1217
p 2 0 812 108 2752 1012
p 2 0 900 20 5456 1355
p 2 0 892 28 3264 1138
p 2 0 763 157 1398 947
p 2 1 847 72 5397 1270
p 2 0 839 81 3255 1033
p 2 0 891 29 5509 1281
p 2 0 897 23 3336 1180
p 2 0 733 187 1289 902
p 2 0 890 30 5054 1313
p 2 0 837 83 3284 1124
p 2 0 886 34 5136 1292
p 2 0 899 21 3552 1122
p 2 0 792 128 1415 952
p 2 1 903 16 5627 1322
p 2 0 907 13 4158 1228
p 2 0 916 4 4810 1245
p 2 0 907 13 4931 1280
p 2 0 813 107 1670 1020
p 2 0 895 25 5723 1404
p 2 0 909 11 6140 1460
p 2 0 920 0 5601 1419
p 2 0 913 7 5955 1377
p 2 0 820 100 1574 1018
p 2 0 908 12 5176 1318
p 2 1 915 4 5322 1331
p 2 0 914 6 6220 1423
p 2 2 881 37 6514 1461
p 2 0 823 97 1705 1012
p 2 0 895 25 5091 1269
p 2 0 908 12 6958 1343
p 2 0 913 7 4760 1255
p 2 1 914 5 4199 1208
p 2 0 811 109 1745 1007
p 2 0 904 16 4073 1127
p 2 0 874 46 3435 1084
p 2 0 876 44 3592 1050
p 2 0 914 6 3485 1105
p 2 0 755 165 1433 893
p 2 0 899 21 3677 1088
p 2 0 899 21 3564 1107
p 2 0 918 2 3674 1141
p 2 0 911 9 3669 1153
p 2 0 804 116 1546 975
p 2 0 901 19 3382 1112
p 2 0 880 40 3023 1075
p 2 0 910 10 3554 1090
p 2 0 900 20 3909 1147
p 2 0 788 132 1685 962
p 2 240 670 10 13251 2471
p 2 0 908 12 3473 1162
p 2 198 693 29 15172 2501
p 2 0 873 47 4359 1090
p 2 0 752 168 1601 903
p 2 242 675 3 17579 3005
p 2 219 701 0 16654 3010
p 2 121 799 0 16078 2717
p 2 106 814 0 13875 2525
p 2 0 774 146 1837 1094
p 2 5 897 18 10535 1717
p 2 0 846 74 3803 1173
p 2 7 904 9 10647 1753
p 2 0 895 25 5158 1255
p 2 0 822 98 1867 1060
p 2 1 893 26 8098 1505
p 2 0 899 21 4676 1174
i 2 920 0 0 9326 3304
p 2 0 714 206 1234 852
p 2 0 620 300 837 721
p 2 1 745 174 1833 987
p 2 0 730 190 1375 856
p 2 0 793 127 1851 1019
p 2 0 756 164 1451 874
p 2 0 619 301 897 721
p 2 0 794 126 1749 1002
p 2 0 839 81 1571 944
p 2 0 807 113 1883 1031
p 2 0 854 66 1483 973
p 2 0 694 226 1029 805
p 2 1 854 65 1899 1069
p 2 0 816 104 1502 922
p 2 0 834 86 1782 1031
p 2 0 717 203 1220 812
p 2 0 578 342 827 686
p 2 0 617 303 938 717
p 2 0 524 396 1223 737
p 2 0 621 299 1033 732
p 2 0 690 230 1125 795
p 2 0 496 424 761 601
p 2 0 687 233 1565 904
p 2 0 723 197 1254 829
p 2 0 704 216 1277 808
p 2 1 766 153 1721 987
p 2 0 554 366 942 692
p 2 0 757 163 1362 858
p 2 0 740 180 1473 863
i 2 920 0 0 12439 3140
p 2 0 658 262 1360 774
p 2 0 559 361 829 661
p 2 0 580 340 1407 695
p 2 0 553 367 1500 686
p 2 0 512 408 1351 647
p 2 0 539 381 1757 684
p 2 0 403 517 901 526
p 2 0 460 460 1698 596
p 2 0 409 511 1482 556
p 2 0 356 564 1443 503
p 2 0 415 505 1726 577
p 2 0 387 533 933 518
p 2 0 507 413 1600 649
p 2 0 549 371 1980 697
p 2 0 681 239 1846 794
p 2 0 517 403 1829 663
p 2 0 391 529 964 518
p 2 0 313 607 1181 460
p 2 0 322 598 942 450
p 2 0 305 615 1136 449
p 2 0 389 531 1535 534
p 2 0 291 629 856 425
p 2 0 403 517 1693 548
p 2 0 355 565 1825 532
p 2 0 474 446 2223 631
p 2 0 364 556 1480 518
p 2 0 295 625 838 428
p 2 0 299 621 903 432
p 2 0 276 644 780 412
p 2 0 430 490 1522 559
p 2 0 384 536 2198 570
p 2 0 352 568 801 479
p 2 0 513 407 2354 678
p 2 0 490 430 2631 655
p 2 0 534 386 2500 682
p 2 0 567 353 1926 707
p 2 0 425 495 935 542
p 2 0 395 525 1485 550
p 2 0 560 360 1793 692
p 2 0 577 343 2219 715
p 2 0 473 447 2365 634
p 2 0 354 566 1009 497
p 2 0 549 371 2125 701
i 2 920 0 0 7004 3073
p 2 0 616 304 1592 820
p 2 0 666 254 1622 840
p 2 0 442 478 710 587
p 2 0 656 264 1785 911
p 2 0 664 256 1682 885
p 2 0 677 243 1737 905
p 2 0 675 245 1578 860
p 2 0 519 401 788 654
p 2 0 597 323 1250 723
p 2 0 544 376 1029 679
p 2 0 591 329 1078 708
p 2 0 528 392 1047 656
p 2 0 470 450 752 582
p 2 0 617 303 1469 758
p 2 0 662 258 1599 833
p 2 0 659 261 1639 841
p 2 0 686 234 2001 938
p 2 0 509 411 791 655
p 2 0 653 267 1604 828
p 2 0 637 283 1482 809
p 2 0 649 271 1566 829
p 2 0 681 239 1886 884
p 2 0 521 399 819 647
p 2 0 649 271 1724 863
p 2 0 638 282 1656 848
p 2 0 626 294 1610 842
p 2 0 679 241 1949 918
p 2 0 525 395 928 684
p 2 0 681 239 1918 915
p 2 0 674 246 1660 886
p 2 0 640 280 1284 828
p 2 0 573 347 1085 720
p 2 0 388 532 644 525
p 2 0 617 303 1417 767
p 2 0 654 266 2095 932
p 2 0 685 235 2445 1025
i 2 920 0 0 12491 2996
p 2 0 417 503 660 537
p 2 0 702 218 2460 841
p 2 0 660 260 3243 823
p 2 0 697 223 2932 839
p 2 0 736 184 3332 863
p 2 0 492 428 1047 607
p 2 0 718 202 2450 804
p 2 0 661 259 2100 740
p 2 0 712 208 2353 814
p 2 0 592 328 2881 734
p 2 0 551 369 1093 648
p 2 0 631 289 2853 770
p 2 0 718 202 3358 848
p 2 0 548 372 2914 713
p 2 0 729 191 3490 853
p 2 0 469 451 993 583
p 2 0 735 185 3017 865
p 2 0 565 355 3672 757
p 2 0 741 179 3229 879
p 2 0 616 304 3052 774
p 2 0 531 389 1107 626
p 2 0 504 416 2434 664
p 2 1 691 228 6069 1027
p 2 0 562 358 2169 731
p 2 0 681 239 2172 787
p 2 0 375 545 952 502
p 2 1 653 266 5581 984
p 2 0 597 323 2667 754
p 2 0 682 238 3007 800
p 2 22 719 179 7346 1300
p 2 0 642 278 1356 767
p 2 0 720 200 2952 853
p 2 0 723 197 3082 853
p 2 19 743 158 7334 1305
p 2 0 716 204 2626 887
p 2 0 721 199 1379 820
p 2 0 766 154 2760 897
p 2 0 804 116 2886 913
p 2 6 789 125 5467 1212
p 2 0 846 74 3173 969
p 2 0 606 314 1144 718
p 2 0 809 111 3077 886
p 2 0 657 263 3168 798
p 2 0 808 112 4432 1105
p 2 0 765 155 2853 896
p 2 0 631 289 1141 715
p 2 0 668 252 2282 792
p 2 0 753 167 2048 823
p 2 0 672 248 3613 920
p 2 0 637 283 2330 776
p 2 0 525 395 1184 648
p 2 0 596 324 2407 744
p 2 0 558 362 2061 706
p 2 0 579 341 3708 854
p 2 0 536 384 1410 672
p 2 0 362 558 832 495
p 2 0 524 396 1585 667
i 2 920 0 0 9546 3005
p 2 0 891 29 2345 1072
p 2 73 775 72 3997 1389
p 2 0 680 240 1089 798
p 2 0 893 27 2399 1035
p 2 0 869 51 2470 1021
p 2 25 839 56 4349 1380
p 2 0 755 165 1748 895
p 2 0 616 304 982 726
p 2 0 830 90 2058 959
p 2 39 869 12 5060 1508
p 2 0 905 15 3069 1158
p 2 0 910 10 3277 1140
p 2 0 780 140 1298 919
p 2 46 863 11 5718 1573
p 2 0 917 3 2875 1138
p 2 3 914 3 3076 1122
p 2 14 906 0 5327 1517
p 2 0 819 101 1585 1002
p 2 0 900 20 3636 1194
p 2 0 912 8 3663 1205
p 2 7 913 0 5025 1470
p 2 0 920 0 4023 1274
p 2 0 846 74 1653 1039
p 2 0 915 5 3227 1186
p 2 11 906 3 5286 1524
p 2 0 913 7 3245 1177
p 2 0 918 2 3013 1163
p 2 0 807 113 1421 961
p 2 14 899 7 5296 1507
p 2 0 914 6 3160 1187
p 2 0 913 7 3141 1145
p 2 7 905 8 5079 1476
p 2 0 829 91 1575 1039
p 2 0 913 7 3118 1144
p 2 0 914 6 2965 1119
p 2 12 897 11 4592 1468
p 2 0 910 10 2437 1132
p 2 0 754 166 1346 908
p 2 0 907 13 2547 1099
p 2 0 893 27 3198 1190
p 2 0 906 14 2562 1094
p 2 0 914 6 3178 1216
p 2 0 757 163 1380 911
p 2 0 881 39 2366 1034
p 2 0 900 20 4087 1270
p 2 0 862 58 2656 1081
p 2 1 834 85 2835 1105
p 2 0 669 251 1144 790
p 2 0 772 148 1599 894
p 2 0 710 210 2927 1032
p 2 0 695 225 2169 919
p 2 1 721 198 2552 993
p 2 0 534 386 1065 688
p 2 0 665 255 1952 881
p 2 1 730 189 2493 981
p 2 0 678 242 1697 829
p 2 0 684 236 1900 867
p 2 0 557 363 1070 689
p 2 0 676 244 2114 894
p 2 0 748 172 2237 934
p 2 0 799 121 2403 984
p 2 0 852 68 2705 1064
p 2 0 661 259 1254 811
p 2 0 875 45 2462 1024
p 2 0 874 46 2632 1046
p 2 0 872 48 2716 1045
p 2 0 892 28 3049 1107
p 2 0 762 158 1415 895
p 2 0 870 50 2902 1084
i 2 920 0 0 8391 2949
p 2 0 642 278 868 748
p 2 0 555 365 678 654
p 2 0 299 621 464 428
p 2 5 416 499 3497 680
p 2 0 269 651 602 406
p 2 0 244 676 423 365
p 2 6 176 738 3993 548
p 2 0 205 715 670 354
p 2 0 93 827 348 246
p 2 0 97 823 344 245
p 2 13 158 749 4745 585
p 2 0 139 781 655 305
p 2 0 92 828 366 251
p 2 0 90 830 388 249
p 2 3 181 736 4013 529
p 2 0 132 788 600 290
p 2 0 113 807 416 270
p 2 0 114 806 423 269
p 2 1 181 738 3677 520
p 2 0 147 773 650 315
p 2 0 109 811 394 263
p 2 0 186 734 3869 508
p 2 0 166 754 768 334
p 2 0 95 825 377 251
p 2 0 115 805 412 267
p 2 31 178 711 6336 781
p 2 0 170 750 823 348
p 2 0 112 808 396 270
p 2 0 127 793 501 285
p 2 20 221 679 6716 797
p 2 0 179 741 778 345
p 2 0 158 762 505 315
p 2 0 163 757 548 320
p 2 1 232 687 4409 600
p 2 0 205 715 784 379
p 2 0 128 792 409 275
p 2 10 255 655 4591 670
p 2 0 216 704 868 386
p 2 0 142 778 430 295
p 2 0 120 800 419 272
p 2 66 236 618 8805 1125
p 2 0 206 714 860 376
p 2 0 146 774 483 312
p 2 0 168 752 562 329
p 2 65 265 590 9747 1221
p 2 0 232 688 888 406
p 2 0 210 710 577 373
p 2 0 218 702 631 373
p 2 145 279 496 11525 1600
p 2 0 284 636 906 458
p 2 0 203 717 509 361
p 2 0 367 553 4043 666
p 2 0 268 652 965 431
p 2 0 200 720 535 349
p 2 0 163 757 486 315
p 2 0 336 584 3872 640
p 2 0 253 667 998 418
p 2 0 182 738 494 328
p 2 0 202 718 630 352
p 2 1 389 530 4868 787
p 2 0 272 648 995 435
p 2 0 245 675 651 400
p 2 0 246 674 729 400
p 2 18 377 525 9183 1061
p 2 0 306 614 1117 494
p 2 0 257 663 605 400
p 2 24 358 538 9468 1101
p 2 0 344 576 1146 509
p 2 0 245 675 635 399
p 2 0 200 720 505 348
p 2 25 358 537 9194 1101
p 2 0 350 570 1174 519
p 2 0 255 665 683 410
p 2 0 241 679 624 387
p 2 36 404 480 10044 1231
p 2 0 391 529 1158 556
p 2 0 259 661 649 415
p 2 0 316 604 735 470
p 2 31 378 511 10206 1185
p 2 0 364 556 1192 551
p 2 0 251 669 672 412
p 2 184 337 399 11995 1764
p 2 0 330 590 916 486
p 2 0 282 638 538 421
p 2 0 177 743 391 318
p 2 0 163 757 349 302
p 2 0 100 820 273 249
p 2 0 376 544 739 512
i 2 920 0 0 18454 3536
p 2 0 852 68 2927 1074
p 2 0 855 65 3713 1089
p 2 0 845 75 4344 1083
p 2 0 658 262 1604 803
p 2 0 842 78 3177 995
p 2 0 820 100 3275 1001
p 2 0 825 95 3981 1018
p 2 0 790 130 3368 1022
p 2 0 587 333 1315 728
p 2 0 788 132 3537 999
p 2 0 814 106 4311 1036
p 2 0 854 66 4518 1081
p 2 0 833 87 4204 1115
p 2 0 684 236 1927 832
p 2 0 745 175 3517 946
p 2 0 855 65 3872 1043
p 2 0 876 44 4070 1105
p 2 0 860 60 4930 1125
p 2 0 691 229 1688 839
p 2 0 867 53 4678 1123
p 2 0 873 47 4144 1089
p 2 1 871 48 4821 1129
p 2 0 863 57 5336 1161
p 2 0 652 268 1619 805
p 2 0 862 58 4724 1123
p 2 1 858 61 4538 1142
p 2 0 878 42 4762 1141
p 2 0 853 67 3972 1092
p 2 0 651 269 1604 813
p 2 0 863 57 4563 1124
p 2 0 877 43 4713 1124
p 2 0 873 47 5161 1165
p 2 0 874 46 5072 1174
p 2 0 722 198 1788 892
p 2 0 863 57 4623 1120
p 2 0 848 72 4183 1113
p 2 0 749 171 3332 962
p 2 0 853 67 5098 1144
p 2 0 618 302 1448 771
p 2 0 874 46 4981 1156
p 2 0 880 40 4630 1172
p 2 0 866 54 3274 1080
p 2 0 839 81 3066 1007
p 2 0 591 329 1477 752
i 2 920 0 0 12316 3238
p 2 0 577 343 856 696
p 2 0 587 333 995 709
p 2 0 370 550 573 489
p 2 0 371 549 532 483
p 2 0 313 607 631 450
p 2 0 222 698 392 357
p 2 0 213 707 543 361
p 2 0 190 730 478 336
p 2 0 115 805 297 255
p 2 0 178 742 483 321
p 2 0 98 822 306 243
p 2 0 164 756 471 307
p 2 0 72 848 246 220
p 2 0 36 884 197 186
p 2 0 61 859 227 208
p 2 0 166 754 480 309
p 2 0 86 834 280 235
p 2 0 127 793 457 284
p 2 0 53 867 227 205
p 2 0 53 867 224 203
p 2 0 93 827 394 253
p 2 0 57 863 248 209
p 2 3 224 693 3282 658
p 2 0 132 788 416 297
p 2 0 132 788 383 287
p 2 1 246 673 3477 670
p 2 0 168 752 489 341
p 2 0 101 819 319 258
p 2 0 110 810 324 265
p 2 27 223 670 5441 856
p 2 0 200 720 530 370
p 2 0 178 742 441 334
p 2 75 233 612 7178 1104
p 2 0 222 698 587 394
p 2 0 161 759 395 313
p 2 0 143 777 344 290
p 2 7 245 668 4388 701
p 2 0 164 756 507 335
p 2 0 141 779 387 294
p 2 0 134 786 390 290
p 2 11 206 703 3781 665
p 2 0 157 763 476 324
p 2 0 111 809 346 266
p 2 0 124 796 352 274
p 2 24 223 673 4546 777
p 2 0 175 745 488 340
p 2 0 135 785 366 293
p 2 27 176 717 3658 694
p 2 0 180 740 519 350
p 2 0 114 806 328 270
p 2 0 92 828 269 240
p 2 5 185 730 2142 540
p 2 0 157 763 429 319
p 2 0 108 812 309 262
p 2 0 103 817 314 253
p 2 4 167 749 2083 517
p 2 0 147 773 410 311
p 2 0 113 807 303 263
p 2 0 94 826 292 249
p 2 134 231 555 5484 1318
p 2 0 234 686 526 393
p 2 0 197 723 384 341
p 2 139 212 569 4643 1338
p 2 0 285 635 559 446
p 2 0 221 699 414 369
p 2 0 187 733 349 325
i 2 920 0 0 10032 3182
p 2 0 576 344 835 703
p 2 0 536 384 696 653
p 2 0 397 523 549 508
p 2 58 644 218 7830 1667
p 2 0 502 418 951 683
p 2 0 432 488 691 568
p 2 0 436 484 666 566
p 2 87 641 192 8793 1877
p 2 0 547 373 1050 736
p 2 0 442 478 731 581
p 2 64 679 177 7133 1768
p 2 0 502 418 975 715
p 2 0 436 484 671 564
p 2 0 354 566 588 488
